_id,arrivalTime, timeBetweenArrivals, startingService, serviceTime , finishingTime
1435,360.341, 0.223, 361.343, 0.143, 361.486
1436,360.358, 0.018, 361.486, 0.066, 361.552
1437,360.37, 0.011, 361.552, 0.086, 361.639
1438,361.327, 0.958, 361.639, 0.014, 361.653
1439,361.93, 0.602, 361.93, 0.006, 361.935
1440,362.191, 0.261, 362.191, 0.145, 362.336
1441,362.355, 0.164, 362.355, 0.556, 362.911
1442,362.535, 0.181, 362.911, 0.153, 363.063
1443,362.671, 0.136, 363.063, 0.053, 363.116
1444,362.915, 0.243, 363.116, 0.2, 363.316
1445,362.915, 0.0, 363.316, 0.11, 363.426
1446,363.32, 0.405, 363.426, 0.126, 363.552
1447,363.594, 0.274, 363.594, 0.203, 363.797
1448,363.81, 0.215, 363.81, 0.115, 363.925
1449,364.325, 0.515, 364.325, 0.282, 364.607
1450,364.543, 0.218, 364.607, 0.097, 364.703
1451,365.169, 0.627, 365.169, 0.271, 365.44
1452,365.247, 0.078, 365.44, 0.114, 365.554
1453,365.857, 0.61, 365.857, 0.163, 366.021
1454,366.571, 0.714, 366.571, 0.154, 366.726
1455,366.687, 0.116, 366.726, 0.05, 366.775
1456,366.996, 0.309, 366.996, 0.053, 367.049
1457,367.785, 0.789, 367.785, 0.232, 368.018
1458,368.127, 0.342, 368.127, 0.291, 368.418
1459,368.469, 0.342, 368.469, 0.141, 368.609
1460,368.609, 0.14, 368.609, 0.284, 368.893
1461,368.61, 0.001, 368.893, 0.072, 368.965
1462,368.679, 0.07, 368.965, 0.054, 369.02
1463,369.259, 0.58, 369.259, 0.169, 369.428
1464,369.268, 0.01, 369.428, 0.003, 369.431
1465,369.612, 0.344, 369.612, 0.086, 369.698
1466,369.669, 0.057, 369.698, 0.006, 369.705
1467,369.759, 0.09, 369.759, 0.423, 370.182
1468,369.948, 0.189, 370.182, 0.158, 370.341
1469,370.12, 0.173, 370.341, 0.153, 370.493
1470,370.133, 0.013, 370.493, 0.297, 370.79
1471,370.27, 0.137, 370.79, 0.292, 371.082
1472,371.122, 0.852, 371.122, 0.36, 371.482
1473,371.406, 0.284, 371.482, 0.057, 371.539
1474,371.839, 0.433, 371.839, 0.254, 372.094
1475,371.995, 0.156, 372.094, 0.291, 372.385
1476,372.153, 0.158, 372.385, 0.061, 372.445
1477,372.279, 0.126, 372.445, 0.823, 373.268
1478,373.264, 0.985, 373.268, 0.006, 373.274
1479,374.107, 0.843, 374.107, 0.192, 374.299
1480,374.372, 0.265, 374.372, 0.107, 374.479
1481,374.765, 0.394, 374.765, 0.04, 374.806
1482,374.87, 0.104, 374.87, 0.028, 374.898
1483,374.909, 0.039, 374.909, 0.773, 375.681
1484,375.708, 0.799, 375.708, 0.343, 376.051
1485,375.756, 0.048, 376.051, 0.197, 376.247
1486,376.046, 0.291, 376.247, 0.102, 376.35
1487,376.071, 0.025, 376.35, 0.017, 376.367
1488,376.236, 0.165, 376.367, 0.107, 376.473
1489,376.262, 0.026, 376.473, 0.261, 376.734
1490,376.7, 0.439, 376.734, 0.164, 376.898
1491,376.743, 0.043, 376.898, 0.363, 377.262
1492,376.82, 0.077, 377.262, 0.075, 377.337
1493,377.549, 0.729, 377.549, 0.103, 377.652
1494,377.586, 0.037, 377.652, 0.154, 377.805
1495,377.612, 0.026, 377.805, 0.035, 377.84
1496,377.659, 0.047, 377.84, 0.258, 378.099
1497,377.916, 0.257, 378.099, 0.08, 378.178
1498,378.483, 0.566, 378.483, 0.221, 378.704
1499,379.072, 0.589, 379.072, 0.133, 379.205
1500,379.465, 0.394, 379.465, 0.003, 379.469
1501,379.668, 0.202, 379.668, 0.322, 379.989
1502,380.23, 0.562, 380.23, 0.137, 380.367
1503,380.32, 0.09, 380.367, 0.292, 380.659
1504,380.32, 0.0, 380.659, 0.076, 380.735
1505,380.668, 0.348, 380.735, 0.133, 380.868
1506,380.717, 0.049, 380.868, 0.157, 381.025
1507,380.838, 0.121, 381.025, 0.114, 381.139
1508,380.862, 0.024, 381.139, 0.037, 381.176
1509,380.89, 0.028, 381.176, 0.295, 381.47
1510,381.433, 0.543, 381.47, 0.335, 381.806
1511,381.977, 0.544, 381.977, 0.014, 381.99
1512,382.258, 0.282, 382.258, 0.019, 382.277
1513,383.298, 1.04, 383.298, 0.154, 383.452
1514,383.487, 0.189, 383.487, 0.464, 383.951
1515,383.488, 0.001, 383.951, 0.338, 384.289
1516,383.793, 0.305, 384.289, 0.012, 384.301
1517,383.943, 0.15, 384.301, 0.141, 384.442
1518,384.0, 0.057, 384.442, 0.681, 385.123
1519,384.43, 0.43, 385.123, 0.302, 385.425
1520,384.526, 0.096, 385.425, 0.07, 385.495
1521,384.603, 0.076, 385.495, 0.158, 385.653
1522,384.793, 0.19, 385.653, 0.601, 386.255
1523,385.11, 0.318, 386.255, 0.42, 386.674
1524,385.244, 0.133, 386.674, 0.417, 387.091
1525,385.268, 0.024, 387.091, 0.161, 387.252
1526,385.392, 0.125, 387.252, 0.296, 387.548
1527,385.498, 0.105, 387.548, 0.677, 388.225
1528,385.519, 0.022, 388.225, 0.743, 388.968
1529,385.819, 0.3, 388.968, 0.306, 389.274
1530,386.113, 0.295, 389.274, 0.111, 389.385
1531,387.281, 1.167, 389.385, 0.04, 389.425
1532,387.392, 0.112, 389.425, 0.403, 389.828
1533,387.406, 0.014, 389.828, 0.307, 390.135
1534,387.736, 0.329, 390.135, 0.038, 390.173
1535,387.912, 0.176, 390.173, 0.316, 390.488
1536,388.5, 0.588, 390.488, 0.522, 391.011
1537,388.736, 0.236, 391.011, 0.069, 391.079
1538,389.462, 0.727, 391.079, 0.063, 391.142
1539,389.474, 0.011, 391.142, 0.009, 391.151
1540,389.673, 0.2, 391.151, 0.059, 391.211
1541,389.725, 0.052, 391.211, 0.245, 391.456
1542,389.738, 0.012, 391.456, 0.56, 392.016
1543,389.822, 0.085, 392.016, 0.28, 392.297
1544,390.351, 0.528, 392.297, 0.255, 392.552
1545,390.418, 0.067, 392.552, 0.015, 392.567
1546,390.959, 0.541, 392.567, 0.133, 392.701
1547,391.784, 0.825, 392.701, 0.226, 392.927
1548,391.848, 0.064, 392.927, 0.126, 393.053
1549,391.974, 0.127, 393.053, 0.198, 393.25
1550,392.151, 0.176, 393.25, 0.322, 393.572
1551,392.526, 0.376, 393.572, 0.407, 393.979
1552,392.888, 0.362, 393.979, 0.058, 394.037
1553,393.137, 0.248, 394.037, 0.089, 394.126
1554,393.211, 0.074, 394.126, 0.207, 394.333
1555,393.233, 0.023, 394.333, 0.17, 394.503
1556,393.477, 0.243, 394.503, 0.026, 394.529
1557,393.58, 0.103, 394.529, 0.035, 394.564
1558,394.209, 0.629, 394.564, 0.12, 394.684
1559,394.856, 0.646, 394.856, 0.091, 394.947
1560,394.887, 0.032, 394.947, 0.073, 395.02
1561,394.961, 0.074, 395.02, 0.132, 395.152
1562,395.016, 0.055, 395.152, 0.158, 395.31
1563,395.081, 0.065, 395.31, 0.182, 395.492
1564,395.32, 0.239, 395.492, 0.078, 395.57
1565,395.329, 0.009, 395.57, 0.179, 395.749
1566,395.344, 0.015, 395.749, 0.0, 395.749
1567,395.45, 0.107, 395.749, 0.079, 395.828
1568,395.657, 0.207, 395.828, 0.236, 396.064
1569,396.029, 0.372, 396.064, 0.367, 396.43
1570,396.37, 0.341, 396.43, 0.163, 396.593
1571,396.429, 0.059, 396.593, 0.076, 396.668
1572,396.75, 0.321, 396.75, 0.269, 397.018
1573,397.519, 0.769, 397.519, 0.165, 397.685
1574,397.675, 0.156, 397.685, 0.074, 397.759
1575,397.988, 0.313, 397.988, 0.318, 398.306
1576,398.265, 0.276, 398.306, 0.098, 398.404
1577,398.443, 0.178, 398.443, 0.124, 398.567
1578,398.463, 0.02, 398.567, 0.019, 398.586
1579,398.523, 0.061, 398.586, 0.006, 398.592
1580,398.526, 0.002, 398.592, 0.562, 399.154
1581,398.526, 0.001, 399.154, 0.21, 399.364
1582,398.603, 0.077, 399.364, 0.278, 399.642
1583,398.657, 0.054, 399.642, 0.445, 400.087
1584,399.737, 1.08, 400.087, 0.048, 400.135
1585,399.77, 0.033, 400.135, 0.229, 400.364
1586,399.777, 0.007, 400.364, 0.29, 400.654
1587,399.929, 0.152, 400.654, 0.009, 400.663
1588,400.038, 0.109, 400.663, 0.162, 400.825
1589,401.192, 1.155, 401.192, 0.057, 401.249
1590,401.362, 0.17, 401.362, 0.419, 401.781
1591,401.518, 0.156, 401.781, 0.088, 401.869
1592,401.813, 0.295, 401.869, 0.174, 402.043
1593,402.698, 0.885, 402.698, 0.096, 402.795
1594,402.805, 0.107, 402.805, 0.242, 403.047
1595,403.068, 0.262, 403.068, 0.219, 403.287
1596,403.297, 0.229, 403.297, 0.239, 403.536
1597,403.299, 0.002, 403.536, 0.077, 403.612
1598,403.436, 0.137, 403.612, 0.135, 403.747
1599,403.829, 0.393, 403.829, 0.02, 403.849
1600,403.944, 0.115, 403.944, 0.256, 404.2
1601,404.203, 0.259, 404.203, 0.093, 404.296
1602,404.263, 0.06, 404.296, 0.138, 404.433
1603,404.706, 0.444, 404.706, 0.103, 404.81
1604,404.732, 0.026, 404.81, 0.037, 404.847
1605,404.81, 0.077, 404.847, 0.134, 404.981
1606,404.93, 0.12, 404.981, 0.201, 405.182
1607,405.218, 0.288, 405.218, 0.043, 405.261
1608,405.348, 0.13, 405.348, 2.095, 407.443
1609,405.411, 0.063, 407.443, 0.079, 407.522
1610,405.584, 0.173, 407.522, 0.089, 407.611
1611,406.369, 0.785, 407.611, 0.473, 408.084
1612,406.396, 0.027, 408.084, 0.637, 408.721
1613,406.908, 0.513, 408.721, 1.143, 409.863
1614,407.136, 0.228, 409.863, 0.892, 410.755
1615,407.36, 0.224, 410.755, 0.461, 411.216
1616,407.559, 0.199, 411.216, 0.259, 411.475
1617,407.857, 0.298, 411.475, 0.388, 411.863
1618,407.945, 0.088, 411.863, 0.429, 412.292
1619,408.416, 0.472, 412.292, 0.025, 412.317
1620,408.623, 0.207, 412.317, 0.154, 412.471
1621,408.633, 0.009, 412.471, 0.737, 413.207
1622,408.821, 0.188, 413.207, 0.039, 413.246
1623,408.874, 0.053, 413.246, 0.015, 413.261
1624,408.889, 0.015, 413.261, 0.006, 413.266
1625,408.913, 0.024, 413.266, 0.032, 413.298
1626,408.967, 0.054, 413.298, 0.003, 413.301
1627,409.65, 0.683, 413.301, 0.036, 413.336
1628,410.055, 0.405, 413.336, 0.104, 413.441
1629,410.123, 0.067, 413.441, 0.18, 413.621
1630,410.18, 0.058, 413.621, 0.13, 413.751
1631,410.515, 0.335, 413.751, 0.188, 413.939
1632,410.516, 0.0, 413.939, 0.056, 413.995
1633,410.908, 0.392, 413.995, 0.252, 414.247
1634,411.316, 0.408, 414.247, 0.208, 414.455
1635,411.412, 0.097, 414.455, 0.116, 414.571
1636,411.612, 0.2, 414.571, 0.125, 414.696
1637,412.029, 0.417, 414.696, 0.158, 414.854
1638,412.049, 0.02, 414.854, 0.125, 414.979
1639,412.87, 0.821, 414.979, 0.09, 415.069
1640,412.921, 0.051, 415.069, 0.088, 415.156
1641,413.11, 0.189, 415.156, 0.284, 415.44
1642,413.124, 0.013, 415.44, 0.102, 415.543
1643,413.398, 0.275, 415.543, 0.121, 415.664
1644,413.92, 0.522, 415.664, 0.203, 415.867
1645,414.094, 0.174, 415.867, 0.096, 415.963
1646,414.571, 0.477, 415.963, 0.006, 415.969
1647,414.587, 0.016, 415.969, 1.002, 416.971
1648,414.641, 0.054, 416.971, 0.631, 417.602
1649,414.873, 0.232, 417.602, 0.177, 417.779
1650,415.179, 0.306, 417.779, 0.009, 417.788
1651,415.303, 0.125, 417.788, 0.394, 418.181
1652,415.472, 0.169, 418.181, 0.074, 418.255
1653,415.613, 0.141, 418.255, 0.041, 418.296
1654,416.108, 0.495, 418.296, 0.081, 418.377
1655,416.173, 0.066, 418.377, 0.081, 418.458
1656,416.198, 0.025, 418.458, 0.06, 418.518
1657,416.545, 0.347, 418.518, 0.231, 418.749
1658,416.826, 0.281, 418.749, 0.02, 418.769
1659,417.116, 0.29, 418.769, 0.053, 418.821
1660,417.786, 0.67, 418.821, 0.003, 418.824
1661,417.793, 0.007, 418.824, 0.022, 418.846
1662,417.925, 0.132, 418.846, 0.037, 418.884
1663,418.011, 0.086, 418.884, 0.235, 419.119
1664,418.072, 0.061, 419.119, 0.198, 419.316
1665,418.137, 0.065, 419.316, 0.359, 419.675
1666,418.338, 0.201, 419.675, 0.011, 419.686
1667,418.797, 0.458, 419.686, 0.012, 419.697
1668,418.83, 0.033, 419.697, 0.617, 420.315
1669,418.951, 0.121, 420.315, 0.054, 420.369
1670,419.205, 0.253, 420.369, 0.052, 420.421
1671,419.673, 0.468, 420.421, 0.213, 420.634
1672,419.912, 0.24, 420.634, 0.032, 420.666
1673,420.144, 0.232, 420.666, 0.394, 421.06
1674,420.767, 0.622, 421.06, 0.355, 421.415
1675,420.892, 0.125, 421.415, 0.12, 421.535
1676,421.324, 0.432, 421.535, 0.279, 421.815
1677,421.537, 0.213, 421.815, 0.084, 421.899
1678,421.655, 0.118, 421.899, 0.295, 422.194
1679,421.851, 0.196, 422.194, 0.376, 422.57
1680,422.102, 0.251, 422.57, 0.272, 422.842
1681,422.397, 0.295, 422.842, 0.127, 422.968
1682,422.933, 0.536, 422.968, 0.33, 423.298
1683,423.164, 0.231, 423.298, 0.021, 423.32
1684,423.305, 0.141, 423.32, 0.007, 423.326
1685,423.425, 0.12, 423.425, 0.51, 423.935
1686,423.613, 0.188, 423.935, 0.05, 423.985
1687,424.128, 0.516, 424.128, 0.037, 424.165
1688,424.152, 0.024, 424.165, 0.076, 424.242
1689,424.217, 0.065, 424.242, 0.226, 424.467
1690,424.349, 0.132, 424.467, 0.014, 424.481
1691,424.665, 0.316, 424.665, 0.496, 425.161
1692,424.968, 0.303, 425.161, 0.062, 425.223
1693,424.968, 0.0, 425.223, 0.027, 425.25
1694,425.11, 0.142, 425.25, 0.036, 425.286
1695,425.122, 0.012, 425.286, 0.001, 425.287
1696,425.365, 0.242, 425.365, 0.113, 425.477
1697,425.669, 0.305, 425.669, 0.082, 425.751
1698,426.176, 0.506, 426.176, 0.069, 426.244
1699,426.392, 0.216, 426.392, 0.497, 426.889
1700,426.811, 0.42, 426.889, 0.101, 426.99
1701,426.858, 0.046, 426.99, 0.008, 426.998
1702,427.2, 0.342, 427.2, 0.058, 427.258
1703,427.346, 0.147, 427.346, 0.471, 427.817
1704,427.585, 0.238, 427.817, 0.002, 427.82
1705,428.198, 0.613, 428.198, 0.065, 428.263
1706,428.303, 0.105, 428.303, 0.32, 428.623
1707,428.311, 0.008, 428.623, 0.369, 428.992
1708,428.41, 0.099, 428.992, 0.291, 429.283
1709,428.473, 0.063, 429.283, 0.305, 429.588
1710,428.566, 0.093, 429.588, 0.149, 429.737
1711,428.596, 0.031, 429.737, 0.056, 429.793
1712,428.692, 0.095, 429.793, 0.19, 429.983
1713,428.973, 0.281, 429.983, 0.147, 430.13
1714,429.033, 0.06, 430.13, 0.063, 430.193
1715,429.303, 0.27, 430.193, 0.731, 430.924
1716,429.488, 0.185, 430.924, 0.347, 431.271
1717,429.727, 0.239, 431.271, 0.757, 432.029
1718,429.926, 0.199, 432.029, 0.201, 432.23
1719,430.426, 0.5, 432.23, 0.085, 432.316
1720,430.614, 0.188, 432.316, 0.233, 432.548
1721,430.686, 0.073, 432.548, 0.023, 432.571
1722,430.848, 0.161, 432.571, 0.189, 432.761
1723,430.946, 0.098, 432.761, 0.237, 432.998
1724,431.184, 0.239, 432.998, 0.022, 433.02
1725,431.305, 0.121, 433.02, 0.012, 433.032
1726,431.779, 0.474, 433.032, 0.135, 433.167
1727,431.899, 0.12, 433.167, 0.176, 433.343
1728,432.05, 0.151, 433.343, 0.107, 433.45
1729,432.918, 0.868, 433.45, 0.006, 433.456
1730,433.011, 0.093, 433.456, 0.134, 433.59
1731,433.018, 0.008, 433.59, 0.058, 433.648
1732,433.124, 0.106, 433.648, 0.002, 433.65
1733,433.129, 0.005, 433.65, 0.541, 434.19
1734,433.281, 0.152, 434.19, 0.324, 434.514
1735,434.093, 0.812, 434.514, 0.606, 435.12
1736,434.139, 0.046, 435.12, 0.161, 435.281
1737,434.317, 0.178, 435.281, 0.255, 435.536
1738,434.455, 0.138, 435.536, 0.003, 435.539
1739,434.687, 0.233, 435.539, 0.062, 435.6
1740,434.837, 0.15, 435.6, 0.402, 436.003
1741,434.935, 0.098, 436.003, 0.13, 436.133
1742,435.047, 0.112, 436.133, 0.009, 436.142
1743,435.126, 0.078, 436.142, 0.189, 436.331
1744,435.187, 0.061, 436.331, 0.346, 436.677
1745,435.321, 0.134, 436.677, 0.247, 436.924
1746,435.568, 0.247, 436.924, 0.021, 436.945
1747,435.866, 0.298, 436.945, 0.116, 437.061
1748,436.052, 0.186, 437.061, 0.294, 437.355
1749,436.339, 0.287, 437.355, 0.104, 437.459
1750,436.647, 0.308, 437.459, 0.076, 437.535
1751,436.938, 0.29, 437.535, 0.482, 438.017
1752,437.413, 0.475, 438.017, 0.084, 438.101
1753,437.491, 0.078, 438.101, 0.329, 438.43
1754,437.54, 0.049, 438.43, 0.783, 439.213
1755,437.756, 0.216, 439.213, 0.001, 439.215
1756,438.092, 0.336, 439.215, 0.252, 439.466
1757,438.172, 0.079, 439.466, 0.61, 440.077
1758,438.226, 0.055, 440.077, 0.2, 440.276
1759,438.546, 0.32, 440.276, 0.094, 440.37
1760,438.662, 0.116, 440.37, 0.177, 440.548
1761,438.679, 0.018, 440.548, 0.113, 440.66
1762,438.795, 0.115, 440.66, 0.09, 440.751
1763,438.878, 0.083, 440.751, 0.099, 440.849
1764,439.657, 0.779, 440.849, 0.145, 440.994
1765,439.991, 0.334, 440.994, 0.541, 441.535
1766,440.974, 0.983, 441.535, 0.022, 441.557
1767,441.892, 0.918, 441.892, 0.037, 441.929
1768,441.925, 0.033, 441.929, 0.092, 442.021
1769,442.016, 0.091, 442.021, 0.142, 442.164
1770,442.548, 0.532, 442.548, 0.304, 442.852
1771,442.747, 0.199, 442.852, 0.181, 443.034
1772,443.06, 0.313, 443.06, 0.987, 444.047
1773,443.441, 0.38, 444.047, 0.202, 444.249
1774,443.664, 0.223, 444.249, 0.16, 444.409
1775,443.715, 0.051, 444.409, 0.154, 444.563
1776,443.955, 0.24, 444.563, 0.098, 444.661
1777,444.015, 0.06, 444.661, 0.136, 444.797
1778,444.131, 0.117, 444.797, 0.17, 444.967
1779,444.151, 0.019, 444.967, 0.345, 445.313
1780,444.38, 0.23, 445.313, 0.728, 446.04
1781,444.441, 0.06, 446.04, 0.014, 446.054
1782,444.545, 0.104, 446.054, 0.863, 446.917
1783,444.997, 0.453, 446.917, 0.241, 447.158
1784,445.071, 0.074, 447.158, 0.3, 447.458
1785,445.395, 0.324, 447.458, 0.65, 448.109
1786,445.867, 0.472, 448.109, 0.008, 448.116
1787,446.095, 0.228, 448.116, 0.308, 448.424
1788,446.264, 0.169, 448.424, 0.162, 448.586
1789,446.952, 0.688, 448.586, 0.009, 448.595
1790,447.298, 0.346, 448.595, 0.166, 448.761
1791,447.74, 0.442, 448.761, 0.279, 449.04
1792,447.803, 0.063, 449.04, 0.051, 449.091
1793,448.046, 0.243, 449.091, 0.076, 449.167
1794,448.119, 0.073, 449.167, 0.058, 449.226
1795,448.207, 0.088, 449.226, 0.066, 449.292
1796,448.257, 0.05, 449.292, 0.034, 449.326
1797,448.369, 0.113, 449.326, 0.195, 449.521
1798,448.526, 0.156, 449.521, 0.1, 449.621
1799,448.844, 0.318, 449.621, 0.001, 449.622
1800,449.789, 0.946, 449.789, 0.02, 449.81
1801,449.898, 0.109, 449.898, 0.019, 449.917
1802,450.369, 0.47, 450.369, 0.008, 450.376
1803,451.48, 1.111, 451.48, 0.125, 451.605
1804,452.004, 0.524, 452.004, 0.41, 452.414
1805,452.398, 0.395, 452.414, 0.104, 452.517
1806,452.45, 0.052, 452.517, 0.305, 452.822
1807,452.457, 0.007, 452.822, 0.077, 452.899
1808,452.995, 0.538, 452.995, 0.022, 453.018
1809,453.014, 0.019, 453.018, 0.085, 453.102
1810,453.429, 0.415, 453.429, 0.18, 453.609
1811,453.703, 0.274, 453.703, 0.083, 453.786
1812,453.729, 0.026, 453.786, 0.174, 453.96
1813,453.792, 0.063, 453.96, 0.033, 453.993
1814,453.818, 0.027, 453.993, 0.099, 454.092
1815,453.847, 0.028, 454.092, 0.454, 454.546
1816,454.008, 0.161, 454.546, 0.004, 454.55
1817,454.118, 0.11, 454.55, 0.217, 454.767
1818,454.358, 0.24, 454.767, 0.07, 454.837
1819,454.809, 0.451, 454.837, 1.042, 455.879
1820,454.945, 0.136, 455.879, 0.093, 455.973
1821,454.967, 0.021, 455.973, 0.066, 456.039
1822,455.06, 0.093, 456.039, 0.308, 456.346
1823,455.082, 0.022, 456.346, 0.013, 456.359
1824,455.541, 0.46, 456.359, 0.492, 456.851
1825,455.568, 0.026, 456.851, 0.054, 456.906
1826,455.841, 0.274, 456.906, 0.031, 456.936
1827,455.89, 0.049, 456.936, 0.009, 456.945
1828,456.135, 0.245, 456.945, 0.267, 457.212
1829,456.282, 0.147, 457.212, 0.232, 457.443
1830,456.656, 0.374, 457.443, 0.504, 457.948
1831,456.771, 0.115, 457.948, 0.14, 458.088
1832,457.027, 0.256, 458.088, 0.113, 458.201
1833,457.062, 0.036, 458.201, 0.173, 458.373
1834,457.322, 0.26, 458.373, 0.093, 458.466
1835,457.327, 0.005, 458.466, 0.314, 458.78
1836,457.644, 0.317, 458.78, 0.009, 458.789
1837,457.684, 0.04, 458.789, 0.109, 458.897
1838,457.758, 0.074, 458.897, 0.001, 458.898
1839,457.819, 0.06, 458.898, 0.133, 459.031
1840,457.891, 0.073, 459.031, 0.184, 459.215
1841,457.892, 0.001, 459.215, 0.066, 459.281
1842,457.941, 0.049, 459.281, 0.266, 459.547
1843,457.978, 0.038, 459.547, 0.199, 459.746
1844,458.078, 0.1, 459.746, 0.331, 460.078
1845,458.193, 0.114, 460.078, 0.251, 460.329
1846,458.548, 0.356, 460.329, 0.073, 460.402
1847,459.055, 0.507, 460.402, 0.157, 460.56
1848,459.256, 0.201, 460.56, 0.233, 460.793
1849,459.407, 0.151, 460.793, 0.112, 460.904
1850,459.461, 0.054, 460.904, 0.536, 461.441
1851,459.571, 0.11, 461.441, 0.033, 461.473
1852,460.558, 0.988, 461.473, 0.06, 461.533
1853,460.597, 0.039, 461.533, 0.4, 461.933
1854,461.605, 1.008, 461.933, 0.084, 462.018
1855,461.969, 0.364, 462.018, 0.032, 462.05
1856,462.387, 0.417, 462.387, 0.169, 462.556
1857,462.415, 0.028, 462.556, 0.013, 462.569
1858,462.632, 0.217, 462.632, 0.239, 462.871
1859,462.791, 0.159, 462.871, 0.129, 463.0
1860,463.143, 0.352, 463.143, 0.209, 463.351
1861,463.243, 0.1, 463.351, 0.113, 463.464
1862,463.324, 0.081, 463.464, 0.001, 463.465
1863,463.417, 0.094, 463.465, 0.366, 463.831
1864,463.483, 0.066, 463.831, 0.035, 463.866
1865,463.925, 0.442, 463.925, 0.067, 463.992
1866,464.136, 0.211, 464.136, 0.013, 464.149
1867,466.081, 1.945, 466.081, 0.079, 466.16
1868,466.512, 0.431, 466.512, 0.449, 466.961
1869,466.681, 0.169, 466.961, 0.078, 467.039
1870,466.908, 0.227, 467.039, 0.012, 467.051
1871,467.214, 0.306, 467.214, 0.079, 467.294
1872,467.45, 0.236, 467.45, 0.085, 467.535
1873,467.531, 0.081, 467.535, 0.103, 467.638
1874,467.653, 0.122, 467.653, 0.062, 467.715
1875,467.72, 0.067, 467.72, 0.07, 467.791
1876,467.83, 0.11, 467.83, 0.821, 468.651
1877,467.902, 0.072, 468.651, 0.046, 468.697
1878,468.778, 0.876, 468.778, 0.181, 468.959
1879,468.887, 0.109, 468.959, 0.017, 468.976
1880,469.133, 0.246, 469.133, 0.0, 469.133
1881,469.176, 0.044, 469.176, 0.273, 469.449
1882,469.44, 0.264, 469.449, 0.358, 469.807
1883,469.472, 0.032, 469.807, 0.395, 470.202
1884,469.571, 0.099, 470.202, 0.215, 470.418
1885,469.776, 0.206, 470.418, 0.293, 470.711
1886,470.544, 0.768, 470.711, 0.412, 471.122
1887,470.646, 0.102, 471.122, 0.436, 471.558
1888,470.723, 0.076, 471.558, 0.131, 471.689
1889,470.998, 0.276, 471.689, 0.142, 471.831
1890,471.007, 0.009, 471.831, 0.071, 471.901
1891,471.15, 0.143, 471.901, 0.186, 472.087
1892,471.429, 0.279, 472.087, 0.466, 472.553
1893,471.574, 0.145, 472.553, 0.08, 472.634
1894,471.811, 0.236, 472.634, 0.011, 472.644
1895,471.957, 0.146, 472.644, 0.385, 473.029
1896,472.442, 0.486, 473.029, 0.043, 473.072
1897,472.678, 0.236, 473.072, 0.055, 473.127
1898,472.952, 0.274, 473.127, 0.024, 473.151
1899,473.37, 0.418, 473.37, 0.037, 473.406
1900,473.478, 0.108, 473.478, 0.237, 473.715
1901,473.724, 0.246, 473.724, 0.073, 473.797
1902,473.888, 0.165, 473.888, 0.093, 473.982
1903,473.97, 0.082, 473.982, 0.114, 474.096
1904,474.05, 0.079, 474.096, 0.241, 474.336
1905,474.383, 0.333, 474.383, 0.107, 474.49
1906,474.776, 0.394, 474.776, 0.041, 474.818
1907,474.789, 0.013, 474.818, 0.108, 474.926
1908,475.153, 0.364, 475.153, 0.166, 475.319
1909,475.442, 0.289, 475.442, 0.0, 475.442
1910,475.458, 0.016, 475.458, 0.051, 475.508
1911,476.133, 0.675, 476.133, 0.432, 476.565
1912,476.443, 0.31, 476.565, 0.346, 476.91
1913,476.786, 0.343, 476.91, 0.175, 477.085
1914,476.844, 0.058, 477.085, 0.195, 477.28
1915,476.92, 0.076, 477.28, 0.087, 477.367
1916,476.941, 0.021, 477.367, 0.108, 477.475
1917,476.956, 0.015, 477.475, 0.065, 477.54
1918,477.038, 0.082, 477.54, 0.193, 477.733
1919,477.346, 0.308, 477.733, 0.247, 477.98
1920,477.605, 0.259, 477.98, 0.079, 478.059
1921,477.779, 0.174, 478.059, 0.212, 478.27
1922,478.363, 0.584, 478.363, 0.014, 478.377
1923,478.461, 0.099, 478.461, 0.046, 478.508
1924,479.034, 0.572, 479.034, 0.036, 479.07
1925,479.236, 0.203, 479.236, 0.159, 479.396
1926,479.403, 0.167, 479.403, 0.181, 479.584
1927,479.544, 0.141, 479.584, 0.173, 479.757
1928,479.666, 0.122, 479.757, 0.186, 479.944
1929,480.284, 0.618, 480.284, 0.276, 480.56
1930,480.465, 0.181, 480.56, 0.063, 480.623
1931,480.509, 0.044, 480.623, 0.071, 480.694
1932,480.96, 0.451, 480.96, 0.193, 481.153
1933,481.333, 0.374, 481.333, 0.199, 481.532
1934,481.48, 0.147, 481.532, 0.004, 481.536
1935,481.904, 0.424, 481.904, 0.05, 481.953
1936,482.267, 0.364, 482.267, 0.522, 482.789
1937,482.28, 0.013, 482.789, 0.037, 482.826
1938,483.321, 1.041, 483.321, 0.058, 483.379
1939,483.417, 0.095, 483.417, 0.021, 483.437
1940,483.571, 0.154, 483.571, 0.039, 483.61
1941,484.643, 1.072, 484.643, 0.542, 485.186
1942,485.065, 0.421, 485.186, 0.069, 485.255
1943,485.193, 0.128, 485.255, 0.3, 485.555
1944,485.355, 0.163, 485.555, 0.231, 485.786
1945,485.902, 0.546, 485.902, 0.575, 486.476
1946,485.902, 0.0, 486.476, 0.233, 486.71
1947,486.019, 0.118, 486.71, 1.68, 488.39
1948,486.052, 0.033, 488.39, 0.325, 488.715
1949,486.727, 0.675, 488.715, 0.146, 488.86
1950,486.999, 0.272, 488.86, 0.129, 488.989
1951,487.198, 0.199, 488.989, 0.031, 489.02
