_id,arrivalTime, timeBetweenArrivals, startingService, serviceTime , finishingTime
1952,487.376, 0.179, 489.02, 0.05, 489.07
1953,487.467, 0.09, 489.07, 0.137, 489.207
1954,487.752, 0.285, 489.207, 0.476, 489.682
1955,488.033, 0.281, 489.682, 0.083, 489.765
1956,488.075, 0.042, 489.765, 0.31, 490.075
1957,488.099, 0.025, 490.075, 0.128, 490.203
1958,488.249, 0.15, 490.203, 0.078, 490.281
1959,488.253, 0.004, 490.281, 0.296, 490.577
1960,488.32, 0.067, 490.577, 0.21, 490.787
1961,488.648, 0.328, 490.787, 0.442, 491.228
1962,488.652, 0.004, 491.228, 0.015, 491.243
1963,489.128, 0.477, 491.243, 0.027, 491.27
1964,489.875, 0.746, 491.27, 0.308, 491.578
1965,490.393, 0.518, 491.578, 0.036, 491.614
1966,490.406, 0.013, 491.614, 0.26, 491.875
1967,490.623, 0.217, 491.875, 0.122, 491.997
1968,490.861, 0.238, 491.997, 0.055, 492.052
1969,490.864, 0.003, 492.052, 0.041, 492.093
1970,491.069, 0.204, 492.093, 0.002, 492.095
1971,491.36, 0.291, 492.095, 0.915, 493.01
1972,491.499, 0.139, 493.01, 0.209, 493.219
1973,491.57, 0.071, 493.219, 0.35, 493.57
1974,491.639, 0.069, 493.57, 0.016, 493.586
1975,491.713, 0.073, 493.586, 0.173, 493.759
1976,491.723, 0.01, 493.759, 0.349, 494.109
1977,492.477, 0.754, 494.109, 0.096, 494.204
1978,493.007, 0.53, 494.204, 0.049, 494.254
1979,493.398, 0.391, 494.254, 0.399, 494.653
1980,493.513, 0.115, 494.653, 0.155, 494.808
1981,493.612, 0.099, 494.808, 0.812, 495.62
1982,493.679, 0.067, 495.62, 0.002, 495.622
1983,493.873, 0.195, 495.622, 0.083, 495.705
1984,493.961, 0.087, 495.705, 0.268, 495.973
1985,493.969, 0.009, 495.973, 0.126, 496.099
1986,494.045, 0.076, 496.099, 0.146, 496.245
1987,494.258, 0.213, 496.245, 0.426, 496.672
1988,494.297, 0.039, 496.672, 0.353, 497.025
1989,494.421, 0.124, 497.025, 0.055, 497.08
1990,494.705, 0.284, 497.08, 0.021, 497.1
1991,494.784, 0.079, 497.1, 0.12, 497.22
1992,494.826, 0.042, 497.22, 0.323, 497.543
1993,495.342, 0.516, 497.543, 0.015, 497.557
1994,495.385, 0.043, 497.557, 0.398, 497.956
1995,495.4, 0.016, 497.956, 1.05, 499.006
1996,495.488, 0.088, 499.006, 0.067, 499.073
1997,495.957, 0.469, 499.073, 0.502, 499.575
1998,496.25, 0.294, 499.575, 0.495, 500.069
1999,496.422, 0.172, 500.069, 0.329, 500.398
2000,496.452, 0.03, 500.398, 0.361, 500.76
2001,496.88, 0.428, 500.76, 0.042, 500.802
2002,497.468, 0.588, 500.802, 0.35, 501.152
2003,497.471, 0.003, 501.152, 0.347, 501.498
2004,497.659, 0.187, 501.498, 0.008, 501.506
2005,497.901, 0.242, 501.506, 0.005, 501.511
2006,498.017, 0.116, 501.511, 0.011, 501.522
2007,498.933, 0.916, 501.522, 0.202, 501.724
2008,499.255, 0.322, 501.724, 0.048, 501.772
2009,499.335, 0.08, 501.772, 0.152, 501.924
2010,499.384, 0.05, 501.924, 0.052, 501.976
2011,499.875, 0.491, 501.976, 0.049, 502.025
2012,500.076, 0.201, 502.025, 0.365, 502.39
2013,500.258, 0.181, 502.39, 0.016, 502.406
2014,500.36, 0.102, 502.406, 0.143, 502.549
2015,500.641, 0.282, 502.549, 0.186, 502.734
2016,500.667, 0.026, 502.734, 0.571, 503.306
2017,500.72, 0.053, 503.306, 0.698, 504.003
2018,501.044, 0.324, 504.003, 0.117, 504.12
2019,501.797, 0.753, 504.12, 0.011, 504.131
2020,501.898, 0.101, 504.131, 0.02, 504.151
2021,503.093, 1.195, 504.151, 0.066, 504.218
2022,503.437, 0.344, 504.218, 0.002, 504.22
2023,504.017, 0.581, 504.22, 0.107, 504.326
2024,504.018, 0.001, 504.326, 0.305, 504.631
2025,504.097, 0.079, 504.631, 0.159, 504.791
2026,504.522, 0.425, 504.791, 0.369, 505.16
2027,504.771, 0.25, 505.16, 0.266, 505.426
2028,504.822, 0.05, 505.426, 0.047, 505.473
2029,505.372, 0.55, 505.473, 0.166, 505.639
2030,505.481, 0.109, 505.639, 0.261, 505.9
2031,505.627, 0.146, 505.9, 0.087, 505.987
2032,505.657, 0.03, 505.987, 0.473, 506.46
2033,505.762, 0.105, 506.46, 0.204, 506.664
2034,506.839, 1.077, 506.839, 0.527, 507.366
2035,507.083, 0.245, 507.366, 0.573, 507.939
2036,507.164, 0.081, 507.939, 0.216, 508.155
2037,507.395, 0.231, 508.155, 0.496, 508.651
2038,507.402, 0.007, 508.651, 0.518, 509.169
2039,507.494, 0.092, 509.169, 0.083, 509.252
2040,507.992, 0.498, 509.252, 0.176, 509.429
2041,508.139, 0.148, 509.429, 0.216, 509.644
2042,508.315, 0.176, 509.644, 0.183, 509.827
2043,508.382, 0.066, 509.827, 0.016, 509.844
2044,508.383, 0.001, 509.844, 0.114, 509.957
2045,508.435, 0.052, 509.957, 0.197, 510.154
2046,508.523, 0.089, 510.154, 0.894, 511.048
2047,508.712, 0.188, 511.048, 0.534, 511.581
2048,508.869, 0.158, 511.581, 0.109, 511.691
2049,508.895, 0.025, 511.691, 0.467, 512.158
2050,508.926, 0.031, 512.158, 0.019, 512.177
2051,509.418, 0.492, 512.177, 0.614, 512.791
2052,509.743, 0.325, 512.791, 0.039, 512.83
2053,510.355, 0.612, 512.83, 0.369, 513.199
2054,510.491, 0.137, 513.199, 0.1, 513.299
2055,510.676, 0.184, 513.299, 0.306, 513.606
2056,510.864, 0.188, 513.606, 0.183, 513.788
2057,510.933, 0.069, 513.788, 0.671, 514.459
2058,511.118, 0.185, 514.459, 0.016, 514.475
2059,511.224, 0.106, 514.475, 0.042, 514.517
2060,511.356, 0.132, 514.517, 0.231, 514.747
2061,511.704, 0.347, 514.747, 0.773, 515.52
2062,511.837, 0.133, 515.52, 0.014, 515.535
2063,512.017, 0.18, 515.535, 0.027, 515.562
2064,512.42, 0.403, 515.562, 0.233, 515.795
2065,512.556, 0.136, 515.795, 0.062, 515.856
2066,512.588, 0.032, 515.856, 0.109, 515.966
2067,512.826, 0.238, 515.966, 0.362, 516.328
2068,513.071, 0.245, 516.328, 0.027, 516.355
2069,513.164, 0.094, 516.355, 0.132, 516.487
2070,513.399, 0.235, 516.487, 0.217, 516.704
2071,513.598, 0.199, 516.704, 0.224, 516.928
2072,513.81, 0.212, 516.928, 0.128, 517.056
2073,514.032, 0.222, 517.056, 0.037, 517.093
2074,514.21, 0.178, 517.093, 0.021, 517.114
2075,514.249, 0.039, 517.114, 0.269, 517.383
2076,514.391, 0.143, 517.383, 0.186, 517.569
2077,514.714, 0.322, 517.569, 0.115, 517.684
2078,514.779, 0.065, 517.684, 0.054, 517.738
2079,514.975, 0.197, 517.738, 0.149, 517.887
2080,515.025, 0.05, 517.887, 0.076, 517.963
2081,515.073, 0.048, 517.963, 0.045, 518.008
2082,515.136, 0.063, 518.008, 0.299, 518.307
2083,515.488, 0.353, 518.307, 0.019, 518.326
2084,515.763, 0.274, 518.326, 0.126, 518.452
2085,516.481, 0.718, 518.452, 0.143, 518.594
2086,516.623, 0.143, 518.594, 0.396, 518.991
2087,517.272, 0.649, 518.991, 0.152, 519.143
2088,517.314, 0.042, 519.143, 0.168, 519.311
2089,517.7, 0.385, 519.311, 0.417, 519.728
2090,517.77, 0.07, 519.728, 0.157, 519.885
2091,517.828, 0.058, 519.885, 0.263, 520.148
2092,517.84, 0.012, 520.148, 0.477, 520.624
2093,517.844, 0.004, 520.624, 0.291, 520.916
2094,517.972, 0.127, 520.916, 0.195, 521.11
2095,518.068, 0.096, 521.11, 0.209, 521.319
2096,518.234, 0.166, 521.319, 0.134, 521.453
2097,518.27, 0.036, 521.453, 0.178, 521.631
2098,518.629, 0.359, 521.631, 0.079, 521.709
2099,518.66, 0.031, 521.709, 0.219, 521.928
2100,518.994, 0.334, 521.928, 0.093, 522.021
2101,519.364, 0.37, 522.021, 0.338, 522.359
2102,519.892, 0.528, 522.359, 0.15, 522.509
2103,520.319, 0.427, 522.509, 0.263, 522.772
2104,520.506, 0.187, 522.772, 0.053, 522.825
2105,520.762, 0.256, 522.825, 0.031, 522.857
2106,521.041, 0.28, 522.857, 0.109, 522.966
2107,521.334, 0.293, 522.966, 0.072, 523.038
2108,521.652, 0.317, 523.038, 0.049, 523.087
2109,521.815, 0.164, 523.087, 0.323, 523.41
2110,522.2, 0.385, 523.41, 0.375, 523.785
2111,522.294, 0.094, 523.785, 0.085, 523.87
2112,522.299, 0.005, 523.87, 0.089, 523.958
2113,522.366, 0.067, 523.958, 0.091, 524.049
2114,522.475, 0.109, 524.049, 0.267, 524.316
2115,522.849, 0.373, 524.316, 0.489, 524.805
2116,523.072, 0.223, 524.805, 0.043, 524.848
2117,523.68, 0.608, 524.848, 0.284, 525.132
2118,523.758, 0.078, 525.132, 0.082, 525.214
2119,523.878, 0.12, 525.214, 0.003, 525.216
2120,524.233, 0.356, 525.216, 0.086, 525.302
2121,524.707, 0.473, 525.302, 0.066, 525.368
2122,524.755, 0.049, 525.368, 0.036, 525.404
2123,525.081, 0.326, 525.404, 0.342, 525.746
2124,525.142, 0.061, 525.746, 0.037, 525.783
2125,525.262, 0.119, 525.783, 0.319, 526.102
2126,525.656, 0.394, 526.102, 0.45, 526.553
2127,525.73, 0.074, 526.553, 0.118, 526.67
2128,525.847, 0.117, 526.67, 0.25, 526.921
2129,525.871, 0.024, 526.921, 0.124, 527.045
2130,525.953, 0.082, 527.045, 0.189, 527.234
2131,526.18, 0.226, 527.234, 0.318, 527.552
2132,526.555, 0.375, 527.552, 0.23, 527.782
2133,526.608, 0.053, 527.782, 0.208, 527.99
2134,526.94, 0.332, 527.99, 0.024, 528.014
2135,527.048, 0.108, 528.014, 0.059, 528.073
2136,527.392, 0.345, 528.073, 0.019, 528.092
2137,527.643, 0.251, 528.092, 0.441, 528.533
2138,527.669, 0.026, 528.533, 0.048, 528.581
2139,527.699, 0.03, 528.581, 0.046, 528.626
2140,527.977, 0.278, 528.626, 0.276, 528.902
2141,527.994, 0.017, 528.902, 0.009, 528.911
2142,528.813, 0.819, 528.911, 0.056, 528.967
2143,529.299, 0.486, 529.299, 0.2, 529.499
2144,529.503, 0.204, 529.503, 0.436, 529.939
2145,529.855, 0.351, 529.939, 0.77, 530.709
2146,529.891, 0.037, 530.709, 0.039, 530.749
2147,529.897, 0.006, 530.749, 0.083, 530.831
2148,530.336, 0.44, 530.831, 0.124, 530.955
2149,531.277, 0.94, 531.277, 0.127, 531.404
2150,531.956, 0.68, 531.956, 0.017, 531.973
2151,532.544, 0.588, 532.544, 0.135, 532.679
2152,532.695, 0.15, 532.695, 0.746, 533.44
2153,532.936, 0.241, 533.44, 0.036, 533.476
2154,533.117, 0.181, 533.476, 0.344, 533.82
2155,533.173, 0.056, 533.82, 0.143, 533.963
2156,533.687, 0.514, 533.963, 0.438, 534.401
2157,534.386, 0.699, 534.401, 0.262, 534.663
2158,534.788, 0.402, 534.788, 0.055, 534.843
2159,535.177, 0.389, 535.177, 0.182, 535.358
2160,535.285, 0.109, 535.358, 0.468, 535.827
2161,535.596, 0.311, 535.827, 0.182, 536.009
2162,535.935, 0.339, 536.009, 0.052, 536.061
2163,535.966, 0.03, 536.061, 0.081, 536.142
2164,536.254, 0.288, 536.254, 0.267, 536.521
2165,536.324, 0.07, 536.521, 0.44, 536.961
2166,537.948, 1.624, 537.948, 0.091, 538.039
2167,538.31, 0.362, 538.31, 0.037, 538.347
2168,538.432, 0.122, 538.432, 0.032, 538.464
2169,539.375, 0.943, 539.375, 0.117, 539.492
2170,539.453, 0.079, 539.492, 0.024, 539.515
2171,539.474, 0.021, 539.515, 0.281, 539.797
2172,539.918, 0.444, 539.918, 0.076, 539.994
2173,540.168, 0.25, 540.168, 0.01, 540.178
2174,540.676, 0.508, 540.676, 0.256, 540.932
2175,541.275, 0.598, 541.275, 0.112, 541.387
2176,541.984, 0.71, 541.984, 0.455, 542.439
2177,542.027, 0.042, 542.439, 0.061, 542.5
2178,542.109, 0.082, 542.5, 0.072, 542.572
2179,542.573, 0.465, 542.573, 0.069, 542.642
2180,542.692, 0.119, 542.692, 0.065, 542.757
2181,543.271, 0.579, 543.271, 0.127, 543.398
2182,543.624, 0.353, 543.624, 0.265, 543.889
2183,543.821, 0.197, 543.889, 0.224, 544.113
2184,543.934, 0.113, 544.113, 0.443, 544.556
2185,544.336, 0.402, 544.556, 0.001, 544.557
2186,544.404, 0.068, 544.557, 0.103, 544.661
2187,545.467, 1.062, 545.467, 1.12, 546.587
2188,545.684, 0.218, 546.587, 0.207, 546.793
2189,545.842, 0.157, 546.793, 0.162, 546.955
2190,545.876, 0.034, 546.955, 0.452, 547.407
2191,546.211, 0.335, 547.407, 0.059, 547.466
2192,546.579, 0.367, 547.466, 0.287, 547.752
2193,546.747, 0.169, 547.752, 0.021, 547.774
2194,547.048, 0.3, 547.774, 0.028, 547.801
2195,547.294, 0.247, 547.801, 0.209, 548.011
2196,548.102, 0.808, 548.102, 0.197, 548.299
2197,548.212, 0.11, 548.299, 0.036, 548.335
2198,548.265, 0.053, 548.335, 0.191, 548.526
2199,548.375, 0.11, 548.526, 0.02, 548.547
2200,548.546, 0.171, 548.547, 0.114, 548.661
2201,548.883, 0.337, 548.883, 0.026, 548.909
2202,549.37, 0.487, 549.37, 0.291, 549.661
2203,550.209, 0.839, 550.209, 0.218, 550.427
2204,550.278, 0.069, 550.427, 0.253, 550.68
2205,550.317, 0.039, 550.68, 0.307, 550.987
2206,550.497, 0.18, 550.987, 0.125, 551.112
2207,550.551, 0.054, 551.112, 0.028, 551.141
2208,550.827, 0.276, 551.141, 0.012, 551.153
2209,550.85, 0.023, 551.153, 0.178, 551.332
2210,550.964, 0.114, 551.332, 0.079, 551.41
2211,550.995, 0.032, 551.41, 0.051, 551.461
2212,551.286, 0.291, 551.461, 0.173, 551.634
2213,551.39, 0.104, 551.634, 0.011, 551.644
2214,551.431, 0.041, 551.644, 0.082, 551.726
2215,551.702, 0.271, 551.726, 0.057, 551.783
2216,551.839, 0.137, 551.839, 0.707, 552.546
2217,552.398, 0.559, 552.546, 0.083, 552.629
2218,552.961, 0.564, 552.961, 0.361, 553.323
2219,553.354, 0.392, 553.354, 0.029, 553.383
2220,553.447, 0.093, 553.447, 0.047, 553.493
2221,553.743, 0.297, 553.743, 0.023, 553.767
2222,554.121, 0.378, 554.121, 0.001, 554.122
2223,554.324, 0.203, 554.324, 0.041, 554.364
2224,554.385, 0.062, 554.385, 0.041, 554.426
2225,554.475, 0.09, 554.475, 1.021, 555.496
2226,555.273, 0.797, 555.496, 0.075, 555.572
2227,555.345, 0.073, 555.572, 0.492, 556.064
2228,555.494, 0.148, 556.064, 0.449, 556.513
2229,556.446, 0.952, 556.513, 0.079, 556.592
2230,556.542, 0.096, 556.592, 0.195, 556.786
2231,556.658, 0.117, 556.786, 0.495, 557.282
2232,557.085, 0.426, 557.282, 0.559, 557.841
2233,557.75, 0.665, 557.841, 0.009, 557.85
2234,557.913, 0.164, 557.913, 0.42, 558.333
2235,557.949, 0.035, 558.333, 0.17, 558.503
2236,558.015, 0.066, 558.503, 0.122, 558.625
2237,558.292, 0.277, 558.625, 0.38, 559.005
2238,558.511, 0.218, 559.005, 0.178, 559.183
2239,558.818, 0.308, 559.183, 0.0, 559.183
2240,558.934, 0.116, 559.183, 0.284, 559.467
2241,559.25, 0.316, 559.467, 0.004, 559.472
2242,559.495, 0.245, 559.495, 0.151, 559.646
2243,559.684, 0.189, 559.684, 0.215, 559.899
2244,559.828, 0.144, 559.899, 0.063, 559.961
2245,559.859, 0.03, 559.961, 0.148, 560.109
2246,559.991, 0.133, 560.109, 0.089, 560.199
2247,560.05, 0.059, 560.199, 0.103, 560.301
2248,560.085, 0.035, 560.301, 0.165, 560.466
2249,560.249, 0.165, 560.466, 0.06, 560.526
2250,560.367, 0.118, 560.526, 0.021, 560.547
2251,561.152, 0.785, 561.152, 0.91, 562.062
2252,561.208, 0.055, 562.062, 0.169, 562.231
2253,561.433, 0.226, 562.231, 0.199, 562.43
2254,561.864, 0.431, 562.43, 0.216, 562.645
2255,562.097, 0.233, 562.645, 0.066, 562.711
2256,562.191, 0.094, 562.711, 0.071, 562.782
2257,562.467, 0.276, 562.782, 0.285, 563.066
2258,562.583, 0.116, 563.066, 0.379, 563.446
2259,562.79, 0.207, 563.446, 0.2, 563.646
2260,562.818, 0.029, 563.646, 0.164, 563.81
2261,563.337, 0.519, 563.81, 0.002, 563.811
2262,563.601, 0.265, 563.811, 0.178, 563.989
2263,563.689, 0.088, 563.989, 0.062, 564.052
2264,563.9, 0.211, 564.052, 0.196, 564.248
2265,564.273, 0.373, 564.273, 0.223, 564.496
2266,564.446, 0.173, 564.496, 0.051, 564.547
2267,564.506, 0.059, 564.547, 0.178, 564.724
2268,564.562, 0.057, 564.724, 0.295, 565.02
2269,564.83, 0.267, 565.02, 0.962, 565.982
2270,564.892, 0.063, 565.982, 0.036, 566.018
2271,564.894, 0.002, 566.018, 0.247, 566.264
2272,565.119, 0.225, 566.264, 0.025, 566.289
2273,566.333, 1.213, 566.333, 0.364, 566.697
2274,566.654, 0.322, 566.697, 0.067, 566.764
2275,567.138, 0.484, 567.138, 0.248, 567.386
2276,567.236, 0.098, 567.386, 0.057, 567.443
2277,567.408, 0.172, 567.443, 0.252, 567.695
2278,567.572, 0.164, 567.695, 0.279, 567.974
2279,567.576, 0.005, 567.974, 0.091, 568.065
2280,567.687, 0.111, 568.065, 0.142, 568.208
2281,567.866, 0.179, 568.208, 0.653, 568.86
2282,568.168, 0.302, 568.86, 0.066, 568.926
2283,568.493, 0.325, 568.926, 0.083, 569.009
2284,568.6, 0.107, 569.009, 0.792, 569.801
2285,568.869, 0.269, 569.801, 0.06, 569.861
2286,568.917, 0.048, 569.861, 0.512, 570.373
2287,569.066, 0.149, 570.373, 0.025, 570.398
2288,569.23, 0.163, 570.398, 0.132, 570.529
2289,569.24, 0.011, 570.529, 0.394, 570.923
2290,569.479, 0.238, 570.923, 0.48, 571.404
2291,569.963, 0.485, 571.404, 0.036, 571.44
2292,570.378, 0.415, 571.44, 0.034, 571.475
2293,570.506, 0.128, 571.475, 0.029, 571.504
2294,570.684, 0.178, 571.504, 0.045, 571.549
2295,570.717, 0.033, 571.549, 0.021, 571.57
2296,570.778, 0.061, 571.57, 0.128, 571.699
2297,570.779, 0.002, 571.699, 0.079, 571.777
2298,571.168, 0.388, 571.777, 0.238, 572.015
2299,571.291, 0.123, 572.015, 0.331, 572.346
2300,571.418, 0.127, 572.346, 0.224, 572.57
2301,571.478, 0.06, 572.57, 0.205, 572.775
2302,571.907, 0.429, 572.775, 0.059, 572.834
2303,572.07, 0.163, 572.834, 0.392, 573.226
2304,572.288, 0.218, 573.226, 0.006, 573.231
2305,572.988, 0.7, 573.231, 0.015, 573.246
2306,573.183, 0.195, 573.246, 0.014, 573.261
2307,573.252, 0.068, 573.261, 0.196, 573.457
2308,573.691, 0.44, 573.691, 0.115, 573.806
2309,573.865, 0.173, 573.865, 0.155, 574.019
2310,574.204, 0.339, 574.204, 0.604, 574.808
2311,574.223, 0.019, 574.808, 0.559, 575.367
2312,574.252, 0.029, 575.367, 0.042, 575.409
2313,574.462, 0.21, 575.409, 0.067, 575.476
2314,574.864, 0.402, 575.476, 0.175, 575.651
2315,575.061, 0.197, 575.651, 0.054, 575.705
2316,575.286, 0.225, 575.705, 0.684, 576.389
2317,575.337, 0.052, 576.389, 0.182, 576.571
2318,575.461, 0.123, 576.571, 0.397, 576.968
2319,575.494, 0.033, 576.968, 0.125, 577.093
2320,575.817, 0.323, 577.093, 0.105, 577.198
2321,575.84, 0.023, 577.198, 0.065, 577.264
2322,576.671, 0.831, 577.264, 0.321, 577.585
2323,576.819, 0.148, 577.585, 0.064, 577.649
2324,576.846, 0.028, 577.649, 0.289, 577.937
2325,577.231, 0.385, 577.937, 0.128, 578.066
2326,577.24, 0.008, 578.066, 0.219, 578.285
2327,577.501, 0.261, 578.285, 0.043, 578.327
2328,577.573, 0.072, 578.327, 0.145, 578.472
2329,577.609, 0.037, 578.472, 0.263, 578.735
2330,577.797, 0.187, 578.735, 0.079, 578.813
2331,578.08, 0.283, 578.813, 0.395, 579.208
2332,578.377, 0.297, 579.208, 0.71, 579.918
2333,578.502, 0.126, 579.918, 0.118, 580.036
2334,578.889, 0.387, 580.036, 0.584, 580.62
2335,579.138, 0.249, 580.62, 0.149, 580.768
2336,579.153, 0.015, 580.768, 0.044, 580.813
2337,579.842, 0.69, 580.813, 0.007, 580.819
2338,580.601, 0.759, 580.819, 0.148, 580.968
2339,580.764, 0.163, 580.968, 0.073, 581.041
2340,580.767, 0.004, 581.041, 0.347, 581.388
2341,580.805, 0.038, 581.388, 0.136, 581.524
2342,581.204, 0.399, 581.524, 0.518, 582.042
2343,581.603, 0.399, 582.042, 0.003, 582.045
2344,581.7, 0.097, 582.045, 0.155, 582.2
2345,581.744, 0.044, 582.2, 0.051, 582.251
2346,581.831, 0.087, 582.251, 0.094, 582.344
2347,581.927, 0.096, 582.344, 0.144, 582.488
2348,582.015, 0.088, 582.488, 0.095, 582.583
2349,582.218, 0.203, 582.583, 0.051, 582.633
2350,582.359, 0.141, 582.633, 0.177, 582.81
2351,582.498, 0.139, 582.81, 0.357, 583.167
2352,582.637, 0.139, 583.167, 0.013, 583.181
2353,583.538, 0.9, 583.538, 0.009, 583.546
2354,583.56, 0.022, 583.56, 0.955, 584.515
2355,584.252, 0.692, 584.515, 0.201, 584.716
2356,584.255, 0.002, 584.716, 0.005, 584.722
2357,584.387, 0.133, 584.722, 0.032, 584.753
2358,585.312, 0.925, 585.312, 0.255, 585.567
2359,585.652, 0.34, 585.652, 0.235, 585.887
2360,586.719, 1.067, 586.719, 0.385, 587.104
2361,587.06, 0.341, 587.104, 0.157, 587.261
2362,587.973, 0.913, 587.973, 0.077, 588.05
2363,588.032, 0.058, 588.05, 0.112, 588.162
2364,588.151, 0.119, 588.162, 0.073, 588.235
2365,588.314, 0.163, 588.314, 0.321, 588.634
2366,588.416, 0.103, 588.634, 0.093, 588.727
2367,588.53, 0.114, 588.727, 0.301, 589.028
2368,589.964, 1.434, 589.964, 0.035, 590.0
2369,591.474, 1.51, 591.474, 0.379, 591.853
2370,591.707, 0.233, 591.853, 0.125, 591.977
2371,591.799, 0.092, 591.977, 0.371, 592.348
2372,591.889, 0.09, 592.348, 0.131, 592.479
2373,592.22, 0.331, 592.479, 0.047, 592.526
2374,592.29, 0.07, 592.526, 0.045, 592.571
2375,592.391, 0.101, 592.571, 0.027, 592.599
2376,592.636, 0.245, 592.636, 0.019, 592.655
2377,592.639, 0.003, 592.655, 0.129, 592.784
2378,592.718, 0.08, 592.784, 0.046, 592.83
2379,593.033, 0.314, 593.033, 0.081, 593.114
2380,593.064, 0.031, 593.114, 0.104, 593.218
2381,593.244, 0.18, 593.244, 0.052, 593.296
2382,593.397, 0.153, 593.397, 0.062, 593.459
2383,593.45, 0.053, 593.459, 0.88, 594.339
2384,593.48, 0.03, 594.339, 0.317, 594.656
2385,593.726, 0.247, 594.656, 0.282, 594.939
2386,594.144, 0.417, 594.939, 0.034, 594.972
2387,594.322, 0.178, 594.972, 0.098, 595.07
2388,594.712, 0.39, 595.07, 0.045, 595.115
2389,594.737, 0.026, 595.115, 0.039, 595.154
2390,594.9, 0.163, 595.154, 0.233, 595.387
2391,595.157, 0.257, 595.387, 0.205, 595.593
2392,595.256, 0.099, 595.593, 0.245, 595.838
2393,595.607, 0.351, 595.838, 0.417, 596.255
2394,595.678, 0.072, 596.255, 0.018, 596.274
2395,595.853, 0.174, 596.274, 0.303, 596.577
2396,596.529, 0.676, 596.577, 0.041, 596.618
2397,596.6, 0.071, 596.618, 0.093, 596.711
2398,596.678, 0.078, 596.711, 0.278, 596.989
2399,596.757, 0.079, 596.989, 0.049, 597.038
2400,596.894, 0.137, 597.038, 0.078, 597.116
2401,596.907, 0.013, 597.116, 0.964, 598.08
2402,597.218, 0.311, 598.08, 0.5, 598.58
2403,597.499, 0.281, 598.58, 0.011, 598.591
2404,597.569, 0.07, 598.591, 0.182, 598.773
2405,597.616, 0.048, 598.773, 0.841, 599.614
2406,597.772, 0.156, 599.614, 0.47, 600.084
2407,598.206, 0.434, 600.084, 0.673, 600.757
2408,598.244, 0.038, 600.757, 0.001, 600.758
2409,598.339, 0.095, 600.758, 0.629, 601.387
2410,598.361, 0.022, 601.387, 0.382, 601.769
2411,598.504, 0.143, 601.769, 0.251, 602.019
2412,598.908, 0.404, 602.019, 0.195, 602.214
2413,599.058, 0.15, 602.214, 0.276, 602.49
2414,599.29, 0.231, 602.49, 0.039, 602.529
2415,599.501, 0.212, 602.529, 0.137, 602.667
2416,599.57, 0.069, 602.667, 0.077, 602.744
2417,599.582, 0.012, 602.744, 0.03, 602.774
2418,600.219, 0.638, 602.774, 0.041, 602.815
2419,600.274, 0.055, 602.815, 0.214, 603.029
2420,600.609, 0.335, 603.029, 0.039, 603.069
2421,600.728, 0.119, 603.069, 0.002, 603.071
2422,601.213, 0.484, 603.071, 0.137, 603.208
2423,601.274, 0.061, 603.208, 0.145, 603.354
2424,601.476, 0.202, 603.354, 0.112, 603.465
2425,601.791, 0.315, 603.465, 0.365, 603.831
2426,601.822, 0.031, 603.831, 0.064, 603.895
2427,602.178, 0.356, 603.895, 0.075, 603.97
2428,602.591, 0.413, 603.97, 0.001, 603.97
2429,602.671, 0.08, 603.97, 0.208, 604.178
2430,603.014, 0.343, 604.178, 0.108, 604.287
2431,603.563, 0.549, 604.287, 0.143, 604.43
2432,603.611, 0.048, 604.43, 0.809, 605.239
2433,603.674, 0.064, 605.239, 0.328, 605.567
2434,604.098, 0.424, 605.567, 0.034, 605.601
2435,604.104, 0.005, 605.601, 0.001, 605.602
2436,604.2, 0.097, 605.602, 0.149, 605.751
2437,604.258, 0.058, 605.751, 0.072, 605.822
2438,604.385, 0.126, 605.822, 0.297, 606.12
2439,604.679, 0.294, 606.12, 0.491, 606.611
2440,604.753, 0.074, 606.611, 0.018, 606.629
2441,604.764, 0.012, 606.629, 0.086, 606.715
2442,604.792, 0.028, 606.715, 0.083, 606.798
2443,604.965, 0.173, 606.798, 0.011, 606.809
2444,605.742, 0.777, 606.809, 0.003, 606.812
2445,606.035, 0.292, 606.812, 0.135, 606.947
2446,606.393, 0.358, 606.947, 0.256, 607.203
2447,606.491, 0.098, 607.203, 0.058, 607.261
